Edge ID,SCATS_Source,SCATS_Target,Source,Target,Path Length (m),Path Nodes
B011,2827,2825,11962149341,3653386435,3426.87,"3653386435 ,279113058 ,279113059 ,11397870956 ,279113060 ,11397870955 ,279113061 ,11397870954 ,279113062 ,11397870953 ,11397871130 ,4193334598 ,11397871127 ,11397871129 ,279114342 ,11397870952 ,279114343 ,279114344 ,279114345 ,11397870951 ,279116257 ,279114346 ,279114347 ,279114348 ,279114349 ,11397870937 ,279114350 ,11397870936 ,11397870935 ,279114726 ,279114727 ,11397870931 ,11397870930 ,279115051 ,279115052 ,279115053 ,11397871021 ,279115054 ,11397871023 ,3931492793 ,11881048211 ,279116183 ,11399318718 ,279116184 ,11397870980 ,11397870981 ,279116185 ,11399318904 ,11397870982 ,339612560 ,11397870983 ,339612558 ,11397870984 ,339612566 ,11397870985 ,11397870987 ,11397870986 ,11397870988 ,339612557 ,11397870989 ,11397870990 ,339612556 ,11397870991 ,11397870992 ,339612708 ,11399318734 ,339612555 ,11399318733 ,339612554 ,11399318732 ,339612552 ,339612551 ,11399318731 ,339612550 ,339612549 ,11399318754 ,599270944 ,11399318753 ,339612548 ,339612921 ,11399318755 ,11399318756 ,11399318758 ,11399318757 ,339612547 ,11399318759 ,11399318760 ,339612546 ,11399318761 ,11399319053 ,11399318762 ,339612353 ,11399318768 ,11399318769 ,11399318770 ,339612352 ,339612351 ,11399318773 ,11399318772 ,11399318771 ,277371791 ,599271017 ,339612349 ,11399318798 ,11399318799 ,11399318797 ,339612347 ,11399318796 ,339612346 ,11399318795 ,339612345 ,11399318794 ,339612343 ,339612850 ,11399318791 ,11803608115 ,339612290 ,599271019 ,277370792 ,7334208072 ,277376662 ,11829642936 ,277377316 ,3374110095 ,277372359 ,29828026 ,277370936 ,2160054650 ,277370937 ,3653386434 ,29829122 ,60101075 ,29828025 ,60100685 ,11337736773 ,1717530061 ,60100407 ,11337736869 ,60100408 ,11337736870 ,11337736871 ,60100409 ,11337736872 ,11962149328 ,12082346655 ,11962149329 ,11962149330 ,11962149331 ,12082346652 ,12082346653 ,12082346654 ,11962149319 ,12082346626 ,11962149318 ,12082362197 ,11962149322 ,12082346632 ,11962149317 ,11962149321 ,11962149334 ,11962149316 ,12082346648 ,12082346631 ,12082346630 ,60099996 ,12082346629 ,12813523269 ,11798819518 ,11481825756 ,11798819525 ,12082346647 ,12082346628 ,12082346646 ,12082346645 ,12082346633 ,12082346644 ,12082346643 ,12082346642 ,12082346641 ,12082346640 ,12082346639 ,602902515 ,12082362199 ,12082346627 ,11962149327 ,11962149341"
B013,2827,4057,11962149341,5010888883,4215.63,"5010888883 ,3049784557 ,3049784552 ,12193298151 ,317496719 ,10695858491 ,317497246 ,317496855 ,317492137 ,317497289 ,317497291 ,347432325 ,317497171 ,317497225 ,317492202 ,317497178 ,9085310209 ,4211625328 ,4211625327 ,60173995 ,11017139246 ,11571571942 ,11017139225 ,11017139224 ,797740844 ,797740891 ,2248057934 ,11017139237 ,4211625370 ,60173996 ,317343237 ,2248026478 ,11566571371 ,11557766863 ,11557766864 ,317343472 ,11566570994 ,317343283 ,11566570995 ,11566570996 ,11566570997 ,11566570998 ,317343523 ,11566571002 ,11566571003 ,11566571006 ,11566571007 ,11566571008 ,11566571004 ,11566571000 ,11566571020 ,7824909103 ,11566570852 ,11566570991 ,317342933 ,11566570896 ,11566570851 ,11566570888 ,1832011961 ,11566570894 ,11566570850 ,11566570818 ,317342733 ,11566570801 ,11566568829 ,11566570793 ,6113949631 ,1832011634 ,729381605 ,11566570786 ,11566568827 ,11566570781 ,317343050 ,11566570778 ,11566570780 ,317342730 ,11399319155 ,11566571183 ,11399319160 ,6187393831 ,277370789 ,339612449 ,277370790 ,1019360330 ,277370791 ,1933327606 ,11399318792 ,339612290 ,599271019 ,277370792 ,7334208072 ,277376662 ,11829642936 ,277377316 ,3374110095 ,277372359 ,29828026 ,277370936 ,2160054650 ,277370937 ,3653386434 ,29829122 ,60101075 ,29828025 ,60100685 ,11337736773 ,1717530061 ,60100407 ,11337736869 ,60100408 ,11337736870 ,11337736871 ,60100409 ,11337736872 ,11962149328 ,12082346655 ,11962149329 ,11962149330 ,11962149331 ,12082346652 ,12082346653 ,12082346654 ,11962149319 ,12082346626 ,11962149318 ,12082362197 ,11962149322 ,12082346632 ,11962149317 ,11962149321 ,11962149334 ,11962149316 ,12082346648 ,12082346631 ,12082346630 ,60099996 ,12082346629 ,12813523269 ,11798819518 ,11481825756 ,11798819525 ,12082346647 ,12082346628 ,12082346646 ,12082346645 ,12082346633 ,12082346644 ,12082346643 ,12082346642 ,12082346641 ,12082346640 ,12082346639 ,602902515 ,12082362199 ,12082346627 ,11962149327 ,11962149341"
B014,2827,4051,11962149341,7888965026,2562.63,"7888965026 ,11017120489 ,470750020 ,11017120490 ,11017120491 ,11017120492 ,470750019 ,7346232460 ,470749721 ,7346232461 ,4679484277 ,3963177129 ,279115780 ,347261741 ,339612223 ,317342290 ,4679478509 ,317342336 ,339612625 ,6187393834 ,277370785 ,11557767049 ,10825680465 ,317342390 ,6187393829 ,1638508523 ,277370787 ,11399319159 ,11399319158 ,11399319157 ,277370788 ,11399319156 ,11566568841 ,11399319160 ,6187393831 ,277370789 ,339612449 ,277370790 ,1019360330 ,277370791 ,1933327606 ,11399318792 ,339612290 ,599271019 ,277370792 ,7334208072 ,277376662 ,11829642936 ,277377316 ,3374110095 ,277372359 ,29828026 ,277370936 ,2160054650 ,277370937 ,3653386434 ,29829122 ,60101075 ,29828025 ,60100685 ,11337736773 ,1717530061 ,60100407 ,11337736869 ,60100408 ,11337736870 ,11337736871 ,60100409 ,11337736872 ,11962149328 ,12082346655 ,11962149329 ,11962149330 ,11962149331 ,12082346652 ,12082346653 ,12082346654 ,11962149319 ,12082346626 ,11962149318 ,12082362197 ,11962149322 ,12082346632 ,11962149317 ,11962149321 ,11962149334 ,11962149316 ,12082346648 ,12082346631 ,12082346630 ,60099996 ,12082346629 ,12813523269 ,11798819518 ,11481825756 ,11798819525 ,12082346647 ,12082346628 ,12082346646 ,12082346645 ,12082346633 ,12082346644 ,12082346643 ,12082346642 ,12082346641 ,12082346640 ,12082346639 ,602902515 ,12082362199 ,12082346627 ,11962149327 ,11962149341"
B015,970,2846,9242283050,10271039135,1128.78,"10271039135 ,1746555974 ,9242283029 ,10271039129 ,719419438 ,256678306 ,73124942 ,10270985178 ,256678405 ,12187741756 ,12187741755 ,719420046 ,3976907718 ,30063546 ,256678416 ,4104572965 ,2156881837 ,9242283036 ,141595273 ,9242283031 ,256668527 ,30063550 ,719432942 ,26921712 ,11031447794 ,11031447788 ,11031447789 ,11031447790 ,11031447791 ,9242283041 ,11031447792 ,719433647 ,11031465615 ,9242283044 ,11031465616 ,26921711 ,28175499 ,7331280149 ,1893287281 ,12468450670 ,26921709 ,7331280148 ,9242283064 ,28164916 ,9242283050"
B016,4043,2846,12133740668,10271039135,3976.83,"10271039135 ,1746555974 ,9242283029 ,10271039129 ,719419438 ,256678306 ,1746555883 ,338857544 ,12458507080 ,30288118 ,92368386 ,12458506956 ,12458506955 ,338858425 ,256666975 ,28175510 ,256666973 ,73122134 ,12187471552 ,9242283026 ,12187471551 ,256666970 ,92351874 ,256666918 ,1749481334 ,11982813808 ,1749481373 ,92351715 ,1749481332 ,1749481388 ,9242283025 ,1749481401 ,1749481363 ,1749481365 ,31488894 ,73119111 ,73109639 ,11918943832 ,11918943835 ,73112790 ,12167907993 ,12167907992 ,4157733615 ,332154129 ,1893287270 ,256667439 ,256680087 ,332154140 ,256680086 ,92366636 ,256680085 ,7432352060 ,7432352064 ,2185509894 ,7432352032 ,7432352042 ,28175512 ,5517711113 ,256680084 ,12127477016 ,28175515 ,12127477015 ,28175517 ,12127477014 ,8024528543 ,1901883273 ,12127477013 ,7797773389 ,28175522 ,12167942103 ,11982813809 ,12167942104 ,28175528 ,12167942105 ,10134400410 ,1888087912 ,28175524 ,1888087910 ,12127454993 ,12127454992 ,11427840146 ,12127454995 ,1888087905 ,1888285414 ,2325395541 ,277359127 ,277359208 ,596245615 ,679011718 ,679011745 ,679011749 ,92336638 ,277359209 ,8008266289 ,277359210 ,10198432392 ,10198463739 ,10198463743 ,277359211 ,11943936755 ,277359212 ,2038150355 ,277359214 ,277359217 ,10198432386 ,2038150354 ,679012583 ,277358907 ,10198379888 ,10198379887 ,10198379886 ,10198379885 ,277358908 ,10198379889 ,10198379890 ,276591194 ,276590834 ,2038152682 ,10198379912 ,652284919 ,10198379913 ,10198432325 ,10134400397 ,276592157 ,276590837 ,12069408362 ,12069408361 ,12069408360 ,12069408359 ,12069408358 ,12069408349 ,7094100995 ,1956542707 ,1956542699 ,1956542720 ,1956542746 ,7094101000 ,12069408365 ,12069408364 ,12069408363 ,12069427974 ,596301053 ,12069408351 ,596301555 ,12069408342 ,12070848798 ,12133769187 ,12133769188 ,1956542744 ,1956542696 ,1956542728 ,12133777601 ,1956542748 ,12069408343 ,276590843 ,1905072363 ,276590844 ,12070848799 ,276590846 ,11873375104 ,11873375103 ,276590847 ,718544525 ,9242425117 ,596283437 ,276590848 ,3720771057 ,3720771042 ,277330077 ,9242416611 ,676434901 ,277356458 ,7325518404 ,11873366644 ,3415672386 ,277330074 ,277330063 ,10593113296 ,3415672390 ,277330062 ,277331188 ,277331189 ,277356498 ,676437841 ,676437842 ,676437843 ,676437844 ,676437845 ,676437846 ,676437847 ,676437848 ,676437849 ,4122894845 ,21643724 ,8173511830 ,12133740275 ,12133740615 ,277331194 ,676437106 ,676437132 ,676437133 ,277329879 ,277329880 ,315989595 ,315989066 ,315990106 ,315989064 ,315990195 ,10740505127 ,315989057 ,10740505132 ,10740505124 ,9359895002 ,12133740671 ,21643702 ,12133740668"
B017,3685,2846,12200070378,10271039135,2264.7,"10271039135 ,1746555974 ,2923012605 ,2155538016 ,604127754 ,719416780 ,1746555966 ,1746555961 ,1746555875 ,12187706071 ,1746555865 ,1746555963 ,1746555955 ,1746555962 ,1746555880 ,1746555967 ,1746555954 ,1746555981 ,12187706060 ,256678324 ,2155539592 ,256678350 ,1746555921 ,1746555864 ,1746555947 ,1746555935 ,1746555979 ,1746555908 ,1746555873 ,1746555980 ,1746555869 ,1746555876 ,1746555948 ,1746555894 ,1746555913 ,1746555884 ,1746555985 ,1746555941 ,1746555971 ,12187741888 ,256679000 ,1746555958 ,1746555914 ,1746555956 ,1746555905 ,312944249 ,1746555984 ,1746413187 ,1746413182 ,256679001 ,12187741889 ,1746413188 ,1746413216 ,1746413196 ,1746413178 ,1746413185 ,73117933 ,1746413205 ,1746413210 ,256678120 ,29764445 ,256678101 ,29764449 ,73117100 ,256668587 ,12199530122 ,12199530130 ,12199530131 ,12199530132 ,12199530133 ,12200070139 ,12199530134 ,12199530135 ,12199530123 ,29764687 ,256668585 ,29764695 ,29764699 ,12200070127 ,1746253902 ,29764698 ,867667498 ,12200069600 ,12200070101 ,12199530286 ,10564754925 ,1655379423 ,1655379393 ,867667394 ,1655366136 ,12200069570 ,12200069571 ,12200069572 ,10740306723 ,12200070378"
B018,3812,2846,9279635959,10271039135,4058.85,"10271039135 ,1746555974 ,2923012605 ,2155538016 ,604127754 ,719416780 ,1746555966 ,1746555961 ,1746555875 ,12187706071 ,1746555865 ,1746555963 ,1746555955 ,1746555962 ,1746555880 ,1746555967 ,1746555954 ,1746555981 ,12187706060 ,256678324 ,2155539592 ,256678350 ,1746555921 ,1746555864 ,1746555947 ,1746555935 ,1746555979 ,1746555908 ,1746555873 ,1746555980 ,1746555869 ,1746555876 ,1746555948 ,1746555894 ,1746555913 ,1746555884 ,1746555985 ,1746555941 ,1746555971 ,12187741888 ,256679000 ,1746555958 ,1746555914 ,1746555956 ,1746555905 ,312944249 ,1746555984 ,1746413187 ,1746413182 ,256679001 ,12187741889 ,1746413188 ,1746413216 ,1746413196 ,1746413178 ,1746413185 ,1746413220 ,1746413221 ,1746413195 ,1746413177 ,1746413181 ,312944250 ,1746413183 ,1746413197 ,1746413191 ,1746413184 ,29764437 ,12199530074 ,1746413219 ,312944361 ,1739905154 ,312944251 ,1739905182 ,1739905187 ,1746249365 ,73116068 ,1746555928 ,312944398 ,1746555889 ,1746555932 ,1746555973 ,256679037 ,1746555938 ,12187742049 ,256679057 ,12187742050 ,12187742061 ,256679113 ,12187742062 ,12187742063 ,12187742064 ,256679114 ,12187742065 ,12187742066 ,12199525549 ,12199529602 ,1838757418 ,708578114 ,12199525581 ,12199525546 ,12199525545 ,256679061 ,12199525544 ,614531990 ,12199525543 ,614531989 ,614532002 ,12199525531 ,12199525530 ,273758522 ,12199525529 ,614532120 ,12199525526 ,12199525527 ,614533230 ,614533037 ,12199525540 ,12199525525 ,614533049 ,12199525524 ,1890931464 ,614533050 ,1454688041 ,8173458990 ,1890931459 ,10747514684 ,2975323012 ,2185303499 ,1454688049 ,338859262 ,9888642479 ,604126944 ,660043537 ,604126950 ,10781273811 ,312426404 ,12171865662 ,12557856818 ,12171865661 ,12171865660 ,312426403 ,12171865659 ,10783374511 ,312426402 ,10755160031 ,12171865800 ,614530858 ,312426401 ,12171865799 ,310682831 ,12171865684 ,2254467870 ,310682829 ,12022618318 ,11393582737 ,614535163 ,309625998 ,614535345 ,392643758 ,12557770057 ,12557770056 ,312421107 ,73107250 ,1014404664 ,315734985 ,312421138 ,2254697388 ,312421163 ,1890948357 ,312421379 ,12557770067 ,312655530 ,312421055 ,3814717945 ,28829625 ,2156645982 ,9279635975 ,7309443336 ,9279635970 ,392644996 ,4568424047 ,9279635962 ,21650930 ,392645299 ,4231827895 ,9279635959"
B020,3001,4812,12069077209,9275188951,2422.85,"9275188951 ,1712755806 ,4157118545 ,6269074707 ,2249735742 ,2249735748 ,2249735741 ,2249735749 ,2249735740 ,9170856415 ,8558349721 ,21643804 ,8558322915 ,2358674957 ,2249735743 ,4734025502 ,2249735745 ,2249735746 ,2249735744 ,2249735747 ,2249735750 ,4348372098 ,7915620113 ,4348372085 ,4348372093 ,344420517 ,255026079 ,7915620114 ,4348372119 ,4348372149 ,4348372053 ,4348372073 ,4348372058 ,2251280080 ,1457603138 ,1457603134 ,305592620 ,4348460560 ,4348460557 ,4348460546 ,2464853387 ,2464853388 ,2464853389 ,305592634 ,2184616712 ,305591518 ,305591517 ,305591516 ,305591880 ,305591515 ,305591514 ,10656737128 ,305591831 ,10656722480 ,12169457680 ,4169720817 ,305591445 ,12169175685 ,3818221000 ,12169175684 ,12118335817 ,12118335819 ,12118335899 ,12118335818 ,12118335816 ,42943970 ,12118335812 ,672116295 ,42943977 ,1387107365 ,12118335791 ,313277503 ,9322934858 ,12118335830 ,12118335883 ,2473030619 ,2473030612 ,2473030624 ,2473030610 ,12118335862 ,12118335863 ,12118335849 ,2473030616 ,12118335853 ,12118335854 ,12118335852 ,9362905863 ,12120725768 ,12120725775 ,12118335991 ,12118335992 ,12118335993 ,6539041417 ,12118335994 ,12118335995 ,12118335996 ,12120725782 ,12120725769 ,2381256787 ,9322934816 ,313277813 ,9322934821 ,9322934818 ,251477284 ,9322934822 ,251477159 ,8955885790 ,8761036428 ,12120725898 ,12120725900 ,11057865134 ,2370318510 ,12120725953 ,12120725952 ,2370318509 ,2370318507 ,12120725951 ,12120725950 ,2370318506 ,8955885778 ,12120725957 ,2370318505 ,344806937 ,7613562635 ,344806935 ,8955885786 ,12069077123 ,12069077214 ,4169720802 ,12069077120 ,4169720798 ,12069077209"
B022,3001,3002,12069077209,12120726031,414.31,"12120726031 ,21643697 ,12120726030 ,6310704945 ,7405609695 ,304700581 ,12120726185 ,2370318505 ,344806937 ,7613562635 ,344806935 ,8955885786 ,12069077123 ,12069077214 ,4169720802 ,12069077120 ,4169720798 ,12069077209"
B023,3662,3002,1522834359,12120726031,726.34,"12120726031 ,6310704948 ,6310704944 ,6310704943 ,7405554555 ,7405696491 ,12120725977 ,518303408 ,9074922117 ,12120726195 ,4863305562 ,12120726194 ,12120726196 ,9074922138 ,210734592 ,9074922132 ,9070355610 ,12120726155 ,6807713564 ,12120726154 ,9742747359 ,210734567 ,9251935296 ,9742747344 ,210734545 ,4028011089 ,8751371703 ,1522566201 ,1522834481 ,9742747320 ,1522834454 ,9742747319 ,11021289597 ,1522834430 ,9742743813 ,12325292815 ,1522834323 ,9742747333 ,11021289594 ,9742747332 ,9742747331 ,1522834359"
B024,4263,3002,12193536797,12120726031,892.09,"12120726031 ,21643697 ,12120726032 ,6310704946 ,8955727059 ,7405609694 ,7405686838 ,304712522 ,12120726051 ,6307721216 ,2381255964 ,12120725914 ,304712969 ,304712993 ,12120725798 ,5492264552 ,5492264551 ,5492264550 ,12196374861 ,12120725793 ,5492264544 ,12196374859 ,5492264549 ,5492264548 ,5492264547 ,2381254140 ,210734605 ,12118335887 ,7394411180 ,12101902140 ,932585877 ,514122979 ,514122980 ,304711576 ,12101902141 ,313277802 ,12169189556 ,12193536797"
B026,3122,3120,21643749,5240477277,646.52,"5240477277 ,21643700 ,2267848042 ,5240477276 ,1328272116 ,973542131 ,311413627 ,7404318647 ,311408435 ,311413225 ,1562154246 ,311407551 ,1562154247 ,311416237 ,311407414 ,10825640071 ,311414300 ,21643749"
B029,3126,3127,12154642419,21643788,1829.56,"21643788 ,1607261656 ,7404761481 ,8614072389 ,730607978 ,5458565114 ,314498602 ,4682893289 ,314481070 ,9236523013 ,4682893294 ,21643821 ,311427799 ,9236523006 ,4682885059 ,12476534788 ,311427934 ,12476534793 ,276364471 ,7404536576 ,311428737 ,339949086 ,7404536574 ,311428173 ,3418910771 ,311428747 ,311428174 ,9627697794 ,458631395 ,12557528753 ,339948097 ,12557528744 ,314486392 ,339948098 ,21643773 ,9946568607 ,276053572 ,12477154839 ,7404529835 ,12154637776 ,21643745 ,12154637778 ,12477154820 ,314490683 ,8859363204 ,276055656 ,7404509443 ,314490408 ,5158278052 ,5158278049 ,12154642419"
B030,3122,3127,21643749,21643788,2449.56,"21643788 ,9903079370 ,730609224 ,1607261654 ,11056069474 ,10292893185 ,311423377 ,5882991965 ,311423168 ,9322934794 ,1928250409 ,1928250412 ,1928250457 ,1928250463 ,1928250434 ,1928250460 ,1837365556 ,311423082 ,314463395 ,311421896 ,1837365553 ,314462731 ,311421871 ,311421660 ,314459319 ,311421607 ,311421625 ,314457049 ,311421389 ,7824909117 ,311421321 ,9357104151 ,311418684 ,12682516665 ,311418682 ,311418681 ,311418680 ,311418796 ,311418679 ,462819018 ,311418678 ,264824421 ,7466171519 ,264824422 ,21643749"
B032,4335,3662,11416925529,1522834359,646.34,"1522834359 ,1522566268 ,9742747346 ,309978787 ,1522977020 ,9742747348 ,10230508128 ,4169720259 ,29936553 ,4169720287 ,1487228036 ,2245339628 ,2245333840 ,11559508958 ,4169720251 ,9742743808 ,309979105 ,4790942634 ,309979013 ,309969280 ,4204671698 ,3224362682 ,309981391 ,11416925340 ,309969575 ,9128493281 ,9128493295 ,9128493296 ,309981741 ,309969854 ,11416925529"
B033,3001,3662,12069077209,1522834359,875.25,"1522834359 ,1522566268 ,9742747346 ,309978787 ,9742747347 ,1522566143 ,1522566228 ,9742747345 ,1522566371 ,1522566223 ,1522834313 ,1522834356 ,9742747330 ,9742747329 ,9742747328 ,9742747327 ,9742743806 ,12583323922 ,9742747360 ,9742743805 ,9742747321 ,9742743804 ,12583323920 ,1522834454 ,9742743816 ,9742747317 ,1522834478 ,9742747318 ,1522834368 ,1522566181 ,8751371702 ,9742743810 ,9742747334 ,7312567849 ,6807713563 ,304700483 ,12069077245 ,12069077254 ,12069077244 ,12069077252 ,3205511506 ,214131724 ,12069220149 ,304700589 ,12069220148 ,214131786 ,7896129891 ,7405778300 ,2241788904 ,12069077122 ,12069077209"
B034,2820,3662,9070355555,1522834359,2075.94,"1522834359 ,1522566268 ,9742747346 ,309978787 ,1522977020 ,9742747348 ,4288151637 ,1522566362 ,1522834394 ,1522566359 ,1522566389 ,1522566382 ,1522566380 ,1522566189 ,1522566225 ,6206971628 ,4790942640 ,3207124713 ,1522566198 ,1522566199 ,1522566195 ,1522566360 ,1522566137 ,1522566279 ,1522566140 ,1522566234 ,9156027510 ,3207124710 ,3207124702 ,3899192731 ,3207124700 ,3207124679 ,3207124676 ,11373792990 ,3207120857 ,309991301 ,11385635413 ,11373265197 ,11373264868 ,309978829 ,11373264869 ,11373265242 ,11373264870 ,11373265244 ,11373264871 ,11373264872 ,309978830 ,11373265246 ,11373792912 ,309027826 ,11373792917 ,370479304 ,11373792922 ,11373792921 ,11373792958 ,11373792920 ,11373792913 ,11373792959 ,370479305 ,11373792966 ,309978934 ,8751453133 ,11373330552 ,127422134 ,11373330559 ,2421241632 ,127369224 ,127369223 ,11015567473 ,127413037 ,11373330564 ,7324931746 ,7433815800 ,2407880670 ,3374118775 ,9070355554 ,127362670 ,9070355555"
B035,3126,3682,12154642419,12154636990,1092.85,"12154636990 ,7404419250 ,1804824233 ,1804824231 ,8859363208 ,8859363209 ,1152187395 ,1905073787 ,1152187367 ,11946842914 ,1804824216 ,1804824237 ,7404509442 ,9140923942 ,5158278051 ,12154621694 ,1804824245 ,12154642419"
B036,3682,3127,12154636990,21643788,2873.95,"21643788 ,1607261656 ,7404761481 ,8614072389 ,730607978 ,5458565114 ,314498602 ,4682893289 ,314481070 ,9236523013 ,4682893294 ,21643821 ,311427799 ,9236523006 ,4682885059 ,12476534788 ,311427934 ,12476534793 ,276364471 ,7404536576 ,311428737 ,339949086 ,7404536574 ,311428173 ,3418910771 ,311428747 ,311428174 ,12154621674 ,12557602915 ,1316688420 ,1316688428 ,339948303 ,1837365587 ,1837365589 ,1837365598 ,1837365631 ,276057210 ,311428897 ,276052250 ,276052251 ,276052252 ,276052253 ,276052254 ,276052255 ,276052256 ,311428896 ,311428898 ,1296107547 ,4681527519 ,332544826 ,12154656301 ,2259845466 ,1655218287 ,1655218264 ,1655218249 ,12154641736 ,1655220589 ,1837365645 ,1316686925 ,1837365646 ,1804824204 ,7404453045 ,12154656322 ,1655360423 ,2259845481 ,12154636990"
B037,2200,3682,9408676170,12154636990,2555.7,"12154636990 ,7404419250 ,1804824233 ,1804824231 ,8859363208 ,8859363209 ,1152187395 ,1905073787 ,1152187367 ,11946842914 ,1804824216 ,1804824237 ,7404509442 ,9140923942 ,5158278051 ,12154621694 ,1804824245 ,12154642419 ,5158278049 ,5158278052 ,314490408 ,12154621688 ,314490472 ,314490646 ,1912289074 ,12542573675 ,314490845 ,314490750 ,314490751 ,765636987 ,12154641851 ,264257850 ,12154637775 ,765640496 ,11942026399 ,11922434311 ,314485516 ,317123561 ,314483040 ,7150394559 ,9236554821 ,30948683 ,317123325 ,1551144094 ,10823604335 ,11942026409 ,11944380124 ,5196080973 ,26931600 ,5196080974 ,5196080970 ,10823604334 ,30948680 ,314498921 ,7346752794 ,7824606361 ,9128520138 ,9408697681 ,9408676172 ,2245992564 ,29960476 ,2245992526 ,9408676170"
B038,2000,3682,12200070399,12154636990,1616.91,"12154636990 ,2259845481 ,1655360423 ,2259845471 ,12154656324 ,12000329780 ,12154652311 ,7404453046 ,1655360417 ,8086108748 ,1655360425 ,1655360427 ,1655360421 ,12000329779 ,1655360429 ,1655360418 ,4052201489 ,1152187407 ,1849856641 ,1152187386 ,12000329778 ,1849856664 ,11943548000 ,1888136074 ,1849856649 ,1849856637 ,1888240414 ,11943548001 ,1849856635 ,1888240409 ,1849856638 ,1888240408 ,11943548002 ,11944380126 ,1888250140 ,12200069577 ,12000329777 ,10747538037 ,1453758764 ,1901951715 ,9406051241 ,12200070399"
B039,2000,3685,12200070399,12200070378,351.65,"12200070378 ,1833972829 ,10740306724 ,1655366138 ,12200069584 ,12200069574 ,1655366140 ,1655367883 ,12200069576 ,1655367877 ,1655367899 ,12130721158 ,1454533495 ,9406051239 ,12198918980 ,1453758596 ,1453758839 ,1453758680 ,1453758712 ,12200070399"
B040,3685,3682,12200070378,12154636990,1968.56,"12154636990 ,2259845481 ,1655360423 ,2259845471 ,12154656324 ,12000329780 ,12154652311 ,7404453046 ,1655360417 ,8086108748 ,1655360425 ,1655360427 ,1655360421 ,12000329779 ,1655360429 ,1655360418 ,4052201489 ,1152187407 ,1849856641 ,1152187386 ,12000329778 ,1849856664 ,11943548000 ,1888136074 ,1849856649 ,1849856637 ,1888240414 ,11943548001 ,1849856635 ,1888240409 ,1849856638 ,1888240408 ,11943548002 ,11944380126 ,1888250140 ,12200069577 ,12000329777 ,10747538037 ,1453758764 ,1901951715 ,9406051241 ,12200070399 ,1453758712 ,1453758680 ,1453758839 ,1453758596 ,12198918980 ,9406051239 ,1454533495 ,12130721158 ,1655367899 ,1655367877 ,12200069576 ,1655367883 ,1655366140 ,12200069574 ,12200069584 ,1655366138 ,10740306724 ,1833972829 ,12200070378"
B041,3804,3127,21650937,21643788,3572.7,"21643788 ,9903079370 ,730609224 ,1607261654 ,11056069474 ,10292893185 ,311423377 ,5882991965 ,311423168 ,9322934794 ,1928250409 ,1928250412 ,1928250457 ,1928250463 ,1928250434 ,1928250460 ,1837365556 ,311423082 ,314463395 ,311421896 ,1837365553 ,314462731 ,311421871 ,311421660 ,314459319 ,311421607 ,311421625 ,314457049 ,311421389 ,7824909117 ,311421321 ,9357104151 ,311418684 ,12682516665 ,311418682 ,311418681 ,311418680 ,311418796 ,311418679 ,462819018 ,311418678 ,264824421 ,7466171519 ,264824422 ,21643749 ,7466171520 ,1921013080 ,4682862161 ,4177423694 ,617552028 ,617552027 ,617552026 ,617552025 ,617552024 ,617552023 ,617552022 ,617552021 ,617552020 ,264824564 ,1485397834 ,28889614 ,28889613 ,264829875 ,28889612 ,255023662 ,11418920653 ,255023663 ,21650911 ,255023664 ,5624352117 ,21650913 ,5624352120 ,21650915 ,2252961768 ,21650937"
B044,4043,3812,12133740668,9279635959,1932.22,"9279635959 ,1920193438 ,11418920629 ,9411767645 ,9411767632 ,21650923 ,9411767630 ,9411767644 ,9411767646 ,9411767631 ,312427159 ,392644983 ,9411746392 ,4568424049 ,2254467854 ,21650930 ,4231827898 ,9279635954 ,392644875 ,9411686780 ,392644828 ,12171321970 ,392644829 ,392644830 ,9411686783 ,12171321969 ,9411686781 ,9411777052 ,12167942232 ,12167942233 ,1890943736 ,312679141 ,312678889 ,12167942198 ,2276369663 ,312678859 ,30002186 ,312679136 ,311442177 ,12136574699 ,312679155 ,311442458 ,312679159 ,311442445 ,3559815031 ,312679222 ,312679444 ,12167725524 ,21643719 ,12167725632 ,312680045 ,1890943740 ,312680940 ,1326074423 ,4568424046 ,312680864 ,9231397993 ,9128520160 ,5673568003 ,9359895003 ,12133740668"
B046,3804,3812,21650937,9279635959,813.43,"9279635959 ,1920193438 ,11418920629 ,9411767645 ,9411767632 ,21650923 ,9411767630 ,9411767644 ,9411767646 ,9411767631 ,312427159 ,392644983 ,9411746392 ,4568424049 ,2254467854 ,21650930 ,392645299 ,4568424048 ,9411746370 ,4231826470 ,392645141 ,4231826447 ,8455305447 ,9411668926 ,11273397450 ,11418920619 ,11418920620 ,8455305422 ,8455305440 ,8455281110 ,311436509 ,311436517 ,11418920623 ,11418920624 ,11418920625 ,11418920626 ,11418920622 ,6294871851 ,2252961817 ,311436519 ,21650937"
B051,4032,4034,11393426883,4326585007,1073.18,"4326585007 ,12229404834 ,7406122238 ,12102617981 ,11649391534 ,311900985 ,311901379 ,12035220870 ,313139919 ,12102617982 ,462854827 ,247297070 ,462866458 ,313139413 ,462855979 ,21643809 ,313248453 ,12035220675 ,310001316 ,313140000 ,310001359 ,313249065 ,310001363 ,7406048773 ,4060979733 ,11393426884 ,21643803 ,11393426883"
